genre,sinopsis
"Drama , Horror","Seorang remaja bernama Noriko Shimabara lari dari keluarganya di Tokoyama, untuk memenuhi Kumiko, pemimpin Internet BBS, Haikyo.com. Dia menjadi terlibat dengan ""lingkaran keluarga"" Kumiko, yang tumbuh lebih gelap setelah bunuh diri massal dari 54 gadis SMA."
"Animation , Action , Sci-Fi","2067: Isolasi: Jepang segel dirinya dari mata dunia dalam menghadapi kebijakan internasional unilateral menetapkan batas ketat pada penggunaan teknologi robot. Negara pulau hanya ada di balik tabir pengasingan. Tidak ada jiwa akan masuk. Tidak ada jiwa akan meninggalkan. 2077: Wahyu: Jilbab dilanggar. Jepang disusupi oleh agen dari organisasi SWORD, kekuatan tempur yang beroperasi di luar perlindungan Amerika Serikat dan sekutu-sekutunya. Misi mereka: Menentukan apakah Jepang sedang mengembangkan dilarang robot bio-teknologi, dilarang karena ancaman untuk manusia. Dalam pertempuran antara mesin dan manusia, manusia berdiri paling menderita."
"Drama , Romance","Cerita berlanjut setelah sebelumnya Nanami dan Yano melakoni scene perpisahan epic di stasiun kereta, Yano dan Nanami kemudian saling berkirim kabar namun hubungan Nanami dan Yano terasa sulit karena jarak yang yang terpisah jauh. Nanami kecewa karena Yano tidak lagi mengirim kabar dari Tokyo.Nanami yang sudah bekerja menjadikan Take tempat berbagi, Take yang memang menaruh hati pada Nanami amat sangat bahagia dengan semakin dekatnya hubungan mereka berdua. Take melamar Nanami. Lamaran Take membuat hati Nanami menjadi resah karena di sudut hatinya yang paling dalam ia masih mengharapkan kehadiran Yano. Teman Nanami tanpa sengaja berpapasan dengan Yano, iapun bersemangat memberitahukan Nanami bahwa Yano dalam keadaan baik baik saja.Nanamipun lega dan berusaha mencari Yano."
Crime,"Hilang di White mengambil tempat di utara-timur Cina, di mana dua mayat telah ditemukan di bawah es dari danau beku, sisa-sisa mereka dibuat dikenali oleh ikan karnivora, tetapi masih menyandang tanda yang telah diseret dengan kail es. Bertanggung jawab atas penyelidikan adalah Kapten Zhou (Tony Leung Ka Fai), seorang polisi yang berdedikasi siapa yang menyeret bersama putrinya Xinyi (Zhou Dongyu). dia segera bergabung dengan Wang Hao (Tong Dawei) Shanghai detektif muda yang pada kasus orang hilang yang telah menyebabkan dia untuk desa yang sama di mana pembunuhan terjadi. Dua kasus terbukti dihubungkan: orang yang hilang dan dua korban adalah bagian dari kuartet pengusaha yang sepuluh tahun yang lalu membuka kilang di wilayah tersebut, dan membuang limbah kimia dalam cara yang tidak etis yang telah meracuni air dan menyebabkan bayi cacat dalam dekade berikutnya. Adalah pengusaha yang hilang pembunuh, korban berikutnya atau ikan merah?"
Thriller,Sekelompok SMP harus mencari tahu kebenaran kematian teman sekelas mereka yang ia dibunuh oleh seseorang atau bunuh diri.
"Drama , Romance","Cerita dimulai dengan Makoto Segawa, seorang mahasiswa di Meikei University. Pada hari upacara masuk universitas, Makoto bertemu seorang gadis aneh berwajah segar bernama Shizuru. Makoto memiliki sebuah kompleks yang menyebabkan dia menghindar dari kontak dengan orang lain, tapi dia berhasil mendapatkan dia untuk terbuka padanya secara alami. Semua Shizuru ingin adalah menjadi dengan Makoto, jadi dia mengambil kamera juga. Dua menghabiskan hari-hari mereka bersama-sama mengambil foto di hutan di belakang kampus. Namun, Makoto memiliki perasaan untuk siswa lain bernama Miyuki. Shizuru memutuskan bahwa jika Makoto menyukai Miyuki, dia ingin seperti dia juga. Dia ingin seperti segala sesuatu yang dia lakukan. Suatu hari, ia mengatakan Makoto bahwa dia ingin mengambil foto mereka berciuman di hutan sebagai hadiah untuk 'ulang tahunnya'. Dia mewajibkan demi dia, dan mereka mencium di hutan."
"Drama , Music , Romance","Arima Kousei memenangkan berbagai kompetisi piano sementara di bawah pengawasan ketat ibunya. Dia dikenal sebagai metronom manusia selama waktu itu. Sejak kematian ibunya, Kousei belum mampu mendengar suara piano. Dia kemudian bertemu Miyazono Kaori melalui teman masa Sawabe Tsubaki. Kaori memainkan biola dan memiliki sprit gratis. Sejak bertemu dengannya, Kousei mampu menghadapi piano lagi. Sementara itu, Kaori memegang rahasia."
"Action , Adventure , Sci-Fi","Setelah invasi alien mengancam untuk memusnahkan umat manusia, seorang gadis muda Jepang, bernama Milly (Anne Suzuki), perjalanan kembali waktu dari 2084 hingga Oktober 2002 dan enlists bantuan enggan terampil Tokyo pria bersenjata, yang bernama Miyamoto (Takeshi Kaneshiro), untuk menemukan dan mencegah dimulainya perang. Namun, masalah terjadi kemudian ketika dua protagonis dipaksa untuk berurusan dengan bos mafia Jepang, bernama Mizoguchi (Goro Kishitani), yang entah bagaimana terlibat dalam dimulainya perang dengan menjaga pesawat ruang angkasa asing pertama dan pilot tawanan asing, sementara kami dua pahlawan berpacu dengan waktu untuk menemukan cara untuk menghentikan penghancuran melaju dari dendam-mencari alien invasi armada dalam perjalanan ke Bumi."
"Action , Drama , Romance","Berdasarkan plot dari Crayon Shin-chan film animasi pemenang penghargaan dari tahun 2002, seorang anak bernama Shinichi (Takei) melakukan perjalanan waktu dan memenuhi umum ditakuti bernama Ijiri Matabei (Kusanagi). Ijiri jatuh cinta dengan Putri Ren (Aragaki) yang kemudian menolak dijodohkan ke Okura Itakatora (Osawa), seorang daimyo kuat dari Kanto utara. Marah oleh penolakan, Okura mengirim pasukan besar untuk negara Ijiri ini lebih kecil dan itu terserah Shinichi untuk mengubah nasib mereka."
"Crime , Drama , Horror","Ketika 54 gadis SMA menceburkan diri di depan kereta bawah tanah melatih tampaknya menjadi hanya awal dari serangkaian kasus bunuh diri di seluruh negeri. Apakah baru grup wanita Desert ada hubungannya dengan itu? Detektif Kuroda mencoba untuk menemukan jawaban, yang tidak sesederhana seperti yang diharapkannya."
Drama,"Bagaimana kabarmu? Surat Takeshi disampaikan masing-masing satu bulan untuk adiknya, Naoki. Takeshi menjalani hukuman penjara seumur hidup untuk kejahatan yang dia berkomitmen untuk menyelamatkan saudaranya. Tapi efek lanjutan kejahatan meluas ke Naoki, dan, dicap sebagai ""saudara pembunuh,"" Naoki dirampas cinta, karir dan mimpi. situasi putus asa secara bertahap berubah ketika dia menemukan cinta sejati dengan Yumiko, yang selalu berdiri oleh dia. Untuk melindungi cinta yang ia akhirnya menemukan, Naoki dimulai menulis surat kepada Takeshi ... Kisah mengharukan dari seorang pria yang tidak berdaya melawan takdir tidak dapat diubah, tapi masih mencoba untuk mengatasinya dalam upaya untuk mimpinya."
"Action , Crime , Drama","Ichi adalah penghibur buta yang bergerak pedesaan dengan dia tradisional Jepang gitar dan tongkat. Dia dalam pencarian untuk jenis manusia yang membawanya sebagai seorang anak, tapi karena kecantikannya ia menemukan masalah setiap langkah dari jalan. Untungnya bagi Ichi, dia juga swordswoman berbakat dan membawa pisau mematikan dalam tongkatnya."
"Animation , Comedy , Drama","Ketika dia adalah seorang siswa sekolah menengah, Futaba Yoshioka menyukai Kou Tanaka yang tidak seperti anak-anak lain dan cukup lembut. Kou Tanaka kemudian pindah dan mereka kehilangan kontak. Pada akhir tahun pertama Futaba Yoshioka sebagai siswa SMA dia bertemu Kou Tanaka lagi. Nama kou Tanaka telah berubah ke Kou Mabuchi dan kepribadiannya tampak berbeda dari hari-hari sekolah tengahnya."
"Crime , Drama , Thriller",Sebuah drama-thriller berpusat pada pemilu yang demokratis dalam masyarakat kejahatan terorganisir.
Drama,"Majime, seorang pria eksentrik di perusahaan penerbitan, yang memiliki kemampuan unik dari kata-kata, bergabung dengan tim yang akan menyusun kamus baru, 'The Great Passage.' Di tim eklektik, ia menjadi tenggelam dalam dunia kamus. Namun, tim kewalahan dengan masalah. Akan 'The Great Ayat' pernah diselesaikan?"
"Comedy , Drama , Romance","Erika Shinohara (Fumi Nikaido) adalah tahun pertama siswa SMA. Ketika berbicara dengan teman-teman, dia membuat cerita tentang dia ""pacar."" Pada kenyataannya, Erika Shinohara tidak punya pacar. teman Erika segera mulai meragukan ceritanya dan Erika juga kehabisan kebohongan. Erika kemudian melihat seorang anak cantik di jalan dan mengambil fotonya diam-diam. Dia kemudian menunjukkan fotonya ke teman-temannya sebagai pacarnya. Anak laki-laki dalam gambar adalah Kyouya Sata (Kento Yamazaki) dan terjadi untuk menghadiri sekolah yang sama seperti Erika. Dia mengatakan Kyouya tentang situasinya dan meminta dia untuk menjadi dirinya berpura-pura pacar. Meskipun Kyouya memiliki penampilan cantik, ia memiliki sisi gelap."
Drama,"Sebuah cerita dari tiga pasangan dan cerita terjalin cinta mereka diatur dalam 1940 Taiwan dan Shanghai, berpusat di sekitar 1.949 tenggelamnya Taiping."
"Comedy , Drama , Romance","John Liu (Takeshi Kaneshiro) adalah seorang pemain biola calon dan Hawa Choi (Gigi Leung) adalah seorang penerjemah profesional yang benar-benar gairah adalah menerjemahkan puisi cinta. Mereka hidup paralel dan tampak sempurna untuk satu sama lain, tapi entah bagaimana nasib tampaknya untuk menjaga mereka terpisah. Tinggal di unit yang berbeda dari gedung apartemen yang sama dan dipisahkan oleh satu dinding tipis, mereka tidak pernah bertemu, karena ketika mereka pergi, satu berbelok ke kiri, dan satu ternyata benar."
"Comedy , Drama , Romance","Cerita berikut Chen Mo, pemilik bar dan 'tukang perahu', karena ia perlahan menghadapi masa traumatis sendiri, sementara membantu orang-orang disekitarnya, termasuk co-rekannya Guan Chun, penyanyi Ma Li dan tetangga Xiao Yu."
"Drama , Horror , Mystery","Tujuh tahun setelah kematian istrinya, eksekutif perusahaan Aoyama diundang untuk duduk di atas audisi untuk aktris. Membalik melalui resume di muka, matanya tertangkap oleh Yamazaki Asami, seorang gadis muda dengan pelatihan balet."
"Comedy , Romance","Densha Otoko (diterjemahkan sebagai Kereta Man) adalah film Jepang berdasarkan kisah konon benar dari otaku (kutu Jepang) 23 tahun yang ikut campur ketika seorang pria mabuk itu melecehkan seorang wanita di kereta api. Otaku akhirnya mulai berkencan dengan dia dan mencatat peristiwa dan tanggal dengan wanita (yang kemudian dikenal sebagai ""Hermes"") di Jepang 2channel mega-BBS."
Comedy,"Kie Hirano (Haruka Ayase) adalah OL biasa yang sering melamun. Mitsumasa Kodai (Takumi Saito) di perusahaan yang sama seperti Kie Hirano, tapi ia adalah seorang salaryman elit. Dia adalah anak tertua di keluarga Kodai dan dia juga telepati. Mitsumasa Kodai punya kemampuan khusus untuk membaca pikiran orang lain dari nenek asal Inggris. Mitsumasa menjadi tertarik ke jantung hangat Kie dan temperamen melamun nya. Mereka mulai tanggal dan menikmati hari-hari mereka bersama-sama, tapi ibu Mitsumasa Kodai ini panggilan."
Drama,"A salesman named Kosuke Okuda happens to meet Mao Watarai,a friend from his middle school days. Back then, Mao was bullied, but now she is an attractive woman. Kosuke and Mao fall in love and decide to marry, but Mao has a secret."
Romance,"Mainlander & amp; Analis keuangan Cheng Zixin (Gao Yuan-Yuan), yang mengikutinya kemudian pacar Owen (Terence Yin) ke Hong Kong, berjalan ke mantan pacarnya saat naik bus. Owen sekarang dengan istrinya yang sedang hamil dan ketika istrinya bintik Owen berbicara dengan mantannya dia dia aneh keluar. Cheng buru-buru turun dari bus dan, menjadi linglung, hampir ditabrak mobil. Sebuah mabuk kuyu bernama Fang (Daniel Wu) kemudian menyimpan Cheng. Sementara itu, di dalam mobil di dekatnya, duduk CEO Cheung Shen (Louis Koo) yang menonton segala sesuatu yang transpires. CEO Cheung Shen adalah playboy yang juga bekerja di sebuah gedung perkantoran yang berbatasan langsung dengan Cheng Zixin. Cheung Shen segera mulai merayu Cheng Zixin dengan mengirimkan pesan kepadanya melalui jendela gedung kantornya. Mabuk kuyu Fang, yang menyelamatkan hidup Cheng Zixin ini, berjalan ke Cheng Zixin beberapa minggu kemudian. Ternyata bahwa kuyu mabuk adalah arsitek top kelahiran Kanada akan melalui masalah pribadi. Mereka segera menjadi teman."
"Adventure , Comedy , Crime","Setelah menemukan sebuah lubang di sel ramai mereka, sembilan tahanan melarikan diri kurungan mereka untuk melacak kunci alam semesta, yang sesama tahanan yang dikenal sebagai Palsu Raja mengatakan ia telah disembunyikan."
"Crime , Drama , Romance",Hana muda telah kehilangan segalanya dalam gempa bumi dan tsunami dan diurus oleh seorang kerabat bernama Jungo. Seperti Hana tumbuh ia mulai jatuh cinta dengan relatif sendiri.
"Action , Crime , Drama","Sebuah reformasi mantan gangster mencoba untuk berdamai dengan saudaranya polisi terasing, tetapi hubungan dengan mantan gengnya sulit untuk istirahat."
"Action , Thriller","Natasha Binder datang ke New Orleans mencari ayahnya, yang telah hilang. Dengan demikian, dia bertemu seorang pria yang sangat keras yang disebut Chance. Dia membantu dia mengetahui bahwa ayahnya dibunuh oleh sebuah organisasi yang menjual kesempatan untuk berburu mangsa manusia. Mereka mengambil keuntungan dari serangan polisi di New Orleans. Akankah Otot dari Brussel menang melalui?"
"Action , Horror , Sci-Fi",Dengan program luar angkasa mencoba untuk melakukan perjalanan ke mars ilmuwan abad ke-21 yang bertugas pemanasan planet sehingga manusia bisa bertahan hidup di permukaannya mereka datang dengan rencana yang efisien dan efektif biaya pengiriman kecoa dan cetakan ke permukaan sehingga cetakan akan menyerap sinar matahari dan mayat serangga akan berfungsi sebagai sumber makanan untuk cetakan sekarang tahun 2577 dan kapal berawak pertama yang mars telah mendarat di planet ini dan enam anggota awak siap untuk misi mereka tapi apa yang mereka temukan adalah raksasa bermutasi kecoak humanoid dengan kekuatan fisik yang luar biasa awak mudah terhapus tapi tidak sebelum mengirim transmisi kembali ke bumi sekarang umat manusia akan mengirim prajurit elit untuk membasmi bug bermutasi dan mengklaim kembali mars.
Romance,"Ini adalah kisah tabu tentang cinta dan inses antara kembar. Ini bukan tentang seks, yang tentang perasaan keduanya memiliki satu sama lain dan bagaimana masyarakat memandang mereka"
Comedy,Sebuah komedi seks yang memparodikan industri film dewasa Jepang melalui berbagai adegan ikonik dengan ekspresi berlebihan.
"Action , Fantasy , Horror","pahlawan, Hyakkimaru adalah mengembara ""setan pemburu"" yang bagian tubuh ekstra - 48 tepatnya - yang dicangkokkan ke kepalanya dan trunk oleh dokter herbal yang menemukan dia sebagai bayi, dalam proses yang menggemakan ""Frankenstein"" dan ""The Island of Dr. Moreau."" Ayah panglima perang nya memberi aslinya untuk 48 setan dalam pertukaran untuk kekuasaan. Ketika Hyakkimaru membunuh setan, dia menang kembali bagian tubuh. Dia terlihat di salah satu pertempuran ini, dengan setan laba-laba raksasa, oleh Dororo, pencuri perempuan agresif yang terpesona dengan tidak hanya kecakapan Hyakkimaru dengan bilah pedang menusuk dari lengannya tapi kaki baru dia tumbuh setelah dicing lawannya. Apakah ia seorang pria - atau sebuah rakasa? Setelah mendengar ceritanya dari penyanyi tua, dia memutuskan untuk bergabung dengannya di perjalanan dan mencari tahu sendiri."
"Animation , Action , Sci-Fi","Balap mobil paling berbahaya dan menarik di alam semesta diadakan hanya sekali setiap lima tahun. Dan itu malam ini. Pesaing yang berbaris di blok awal. Dalam kendaraannya, JP, driver yang paling pemberani di sirkuit, siap lampu hijau. pembalap wanita Sonoshee, dengan siapa dia diam-diam jatuh cinta, juga di garis start. Dia tidak akan berhenti untuk mendapatkan ke podium itu. Dalam lomba ini, tidak hanya sesuatu yang mungkin, tetapi juga sesuatu yang diperbolehkan. Bahkan, musuh-musuh mereka telah memodifikasi kendaraan mereka untuk membekali mereka dengan senjata yang sangat merusak; dengan peserta seperti itu, tidak mengherankan bahwa Redline dilarang oleh pihak berwenang, yang akan mencoba apa saja untuk menghentikan proses. pecandu kecepatan ini harus menempatkan diri mereka dalam bahaya untuk mencapai tujuan mereka: kekal kemuliaan bagi mereka yang akhirnya me-mount podium."
"Action , Crime , Drama","Ketika tiga teman dekat melarikan diri dari Hong Kong ke perang-waktu Saigon untuk memulai kehidupan seorang penjahat, mereka semua pergi melalui pengalaman mengerikan yang benar-benar menghancurkan hidup mereka dan persahabatan mereka selamanya."
Drama,"Di kota besar Tokyo, Kumiko, berusia dua puluh sembilan tahun, tinggal di kesendirian mengucapkan. Dia bekerja dengan mengerikan, pekerjaan buntu di bawah bos yang mengerikan, yang diintimidasi oleh dia kaya rekan-rekan, dan merengek terus-menerus oleh ibunya sombong nya yang jengkel oleh fakta bahwa putrinya tidak menikah atau bahkan dalam suatu hubungan. Satu-satunya sukacita dalam hidupnya berasal dari tape kasar VHS - sebuah film Amerika di mana seorang pria mengubur sebuah tas uang di dataran Midwestern bersalju - dan kelinci kesayangannya, Bunzo. Kumiko entah bagaimana yakin bahwa harta ini adalah nyata, dan terobsesi atas penemuannya. Dengan peta harta karun tangan-dijahit dan semangat pemurah, Kumiko embarks perjalanan yang luar biasa di atas Pasifik dan melalui padang gurun Minnesota beku untuk mengungkap kekayaan diakui."
Comedy,"produser film Berjuang Untuk Wai-Cheung (Chapman To) hampir tidak mampu memenuhi kebutuhan, namun putrinya (Fiona Sit) berharap suatu hari melihat dia sedang diwawancarai di TV. Dalam rangka untuk memenuhi impian putrinya, ia bertemu Tyrannosaurus (Ronald Cheng), kepala triad berdasarkan Guangxi dan investor film dengan rasa yang khas. Tyrannosaurus ingin remake film kategori III dibintangi idola masa kecilnya Siu Yam-yam disebut Pengakuan Dua selir."
Romance,"Tsukasa got into a severe car accident when she was a high school student. She still suffers from the effects of that accident, with memory impairment and needing to use a wheelchair. Tsukasa falls in love with taxi driver Masaki. Even though they have difficulties, they try to make a happy family together, but they encounter another serious situation."
Thriller,"Kline, seorang mantan perwira polisi Los Angeles berbalik detektif swasta, yang disewa oleh bos konglomerat farmasi kuat untuk menyelidiki di Asia hilangnya anak satu-satunya, Shitao, yang ia belum dilihat secara langsung karena anak itu sepuluh. Sekarang di usia 30-an, Shitao yang hilang di Filipina di mana ia telah membantu di panti asuhan."
"Action , Crime","Lupin & amp; Jigen memiliki pemandangan mereka ditetapkan pada harta yang disebut Little Comet, yang terletak di negara yang dijaga ketat dari East Doroa. Selama pencurian, Jigen hampir dibunuh oleh seorang penembak jitu bernama Yael Okuzaki. Spesialisasinya adalah mempersiapkan batu nisan untuk target sebelum mengeksekusi mereka. Dikatakan bahwa tidak ada yang dapat bertahan hidup setelah Yael membuat batu nisan mereka."
"Drama , Romance","Terletak di tahun 1960-an, siswa SMA Toru Watanabe kehilangan teman satu-satunya Kizuki setelah ia melakukan bunuh diri. Toru, sekarang mencari kehidupan baru, memasuki sebuah universitas di Tokyo. Secara kebetulan, Toru bertemu Kizuki mantan pacar Naoko di universitas. Mereka tumbuh dekat karena mereka berdua berbagi kerugian yang sama. Seperti Toru dan Naoko tumbuh bahkan lebih dekat, rasa Naoko kehilangan juga tumbuh. Setelah ulang tahun ke-20 Naoko, ia meninggalkan untuk sanatorium di Kyoto. Watanabe, hancur oleh situasi, memenuhi hati murni Midori selama semester musim semi. Midori tampak seperti hewan kecil yang baru saja datang ke dunia ..."
Comedy,"Ketika Zhang Hui diceritakan oleh teman lama terbaik Xiao Gong bahwa ia memiliki pacar baru, dia bertekad untuk mempelajari trik baru untuk mendapatkan dia kembali. Berdasarkan novel yang ditulis oleh Luo Fuman, ""Setiap orang Loves Lembut Wanita ""."
"Action , Biography , Drama","Seorang pemuda Korea tiba di Jepang menjelang akhir Perang Dunia II dengan harapan menjadi pilot pesawat tempur, tapi berakhir di jalanan berjuang rasisme, kejahatan terorganisir, menempati prajurit Amerika, dan ketakutan sendiri kegagalan sebagai seniman bela diri. (Korea dengan teks bahasa Inggris)"
"Action , Comedy , Crime","Joe Gavilan (Harrison Ford) dan pasangan barunya KC Calden (Josh Hartnett), adalah detektif pada ketukan di Tinseltown. Tak satu pun dari mereka benar-benar ingin menjadi polisi, moonlights Gavilan sebagai broker real estate, dan Calden adalah aktor calon sampingan sebagai instruktur yoga. Ketika dua ditugaskan kasus besar mereka harus bekerja di luar apakah mereka ingin memecahkan kasus ini atau mengikuti hati mereka."
"Action , Crime , Drama","Tae-su, kejahatan pertempuran detektif terorganisir, kembali ke kampung halamannya untuk teman SMA-nya pemakaman Wang-jae. Di sana, ia bertemu teman-teman lamanya Pil-ho, Dong-hwan dan Seok-hwan dan mereka bernostalgia. Mencurigai sesuatu yang mencurigakan tentang kematian Wang-jae, Tae-su dan Seok-hwan mulai menyelidiki hal itu, masing-masing dengan caranya sendiri. penyelidikan mereka mengarah pada proyek pengembangan lahan yang Pil-ho adalah mengarahkan."
"Crime , Drama , Thriller","1942, Nanjing (Nanking). Setelah serangkaian upaya pembunuhan terhadap pejabat pemerintah boneka Jepang yang dikendalikan, kepala mata-mata Jepang mengumpulkan sekelompok tersangka di sebuah rumah rumah untuk ditanyai. Sebuah permainan yang menegangkan dari ""kucing dan tikus"" terjadi kemudian sebagai kode-breaker Cina mencoba untuk mengirimkan pesan penting sekaligus melindungi / identitas nya sendiri."
"Action , Adventure , Drama","Hyunjun dan Sawoo, teman dekat dan saingan dari pasukan khusus Korea Selatan, direkrut oleh agen rahasia NSS. Mereka berdua jatuh untuk Seunghee, indah tapi mematikan spesialis profil di NSS. Ketika mereka dihadapkan terhadap satu sama lain dalam serangan teroris nuklir, mereka dipaksa untuk membuat keputusan akhir mereka dan rahasia tangguh Seunghee ini terungkap."
"Crime , Drama , Thriller","Serangkaian pembunuhan memegang bangsa dalam bergoyang dan semakin lama polisi gagal menangkap si pembunuh, semakin masyarakat mulai panik. Choi, seorang penyelidik yang sangat sukses yang metodenya selalu menahannya dari promosi, merasa bahwa hal ini mungkin kesempatan terakhir untuk membuat sesuatu dari karirnya. Dia dan mentor lamanya Jang setuju untuk menangkap tersangka terbaik berikutnya sebagai pembunuh berantai - apa pun itu mungkin biaya. Hanya ketika tampak seolah-olah semua trik kotor, perbuatan gelap dan penawaran rahasia berbahaya yang akan terkena, semua pemangku kepentingan menemukan diri mereka ditarik lebih dalam rawa moral dipertanyakan dan pelanggaran terbuka hukum. Pencarian pembunuh mulai menyatukan empat orang, meskipun tidak ada yang sangat tertarik untuk menemukan pelakunya."
"Action , Drama , History","Su Qi-Er, seorang pria kaya yang tinggal selama Dinasti Qing yang kehilangan keberuntungan dan reputasinya sebagai hasil dari konspirasi terhadap dirinya. Setelah dipaksa keluar ke jalan-jalan, Su mendedikasikan hidupnya untuk seni bela diri dan mulai berencana sebagai pahlawan patriotik dikenal sebagai ""Raja Pengemis. """
"Action , Drama , History","3 prajurit dari Dinasti Goryo memimpin kerusuhan. Karena pengkhianatan Deok-Ki (Lee Byung-Hun), Poong-Chun (Bae Soo-Bin) meninggal. Deok-Ki kemudian mencoba untuk membujuk Seol-Rang (Jeon Do-Yeon) untuk bergabung sisinya, tapi dia menolak. Dia kemudian melarikan diri dengan pedang Poong-Chun dan anak bayi nya. 18 tahun kemudian, prajurit perempuan sekarang buta dan dia melatih wanita muda (Kim Go-Eun) untuk menggunakan pedang untuk membalas dendam. Sementara itu, Deok-Ki adalah orang yang paling berkuasa di negara tersebut. Segera darah akan ditumpahkan."
"Drama , Romance , War","Di tengah kekacauan pengungsi yang melarikan diri dari Perang Korea pada bulan Desember 1950, seorang anak muda, Duk-soo, melihat perubahan nasibnya dalam sekejap mata ketika ia kehilangan jejak adiknya dan dia meninggalkan ayahnya di belakang untuk menemukannya. Menetap di Gukje Market di Busan, Duk-soo mengabdikan dirinya untuk keluarganya yang tersisa, bekerja segala macam pekerjaan aneh untuk mendukung mereka di tempat ayahnya. Dedikasi membawanya pertama ke tambang batubara mematikan Jerman, di mana ia bertemu cinta pertamanya, Youngja, dan kemudian ke Vietnam dilanda perang di epik generasi yang kuat tentang pengorbanan pribadi satu orang."
Fantasy,"Di senja Dinasti Ming, pengadilan Imperial terkendala oleh korupsi sebagai tiran memerintah negeri itu. Dengan Manchuria memangsa kerajaan lemah, perang sudah dekat. Untuk menyelamatkan korban dari penderitaan mereka, penyihir Jade Raksha perkelahian tentara yang menindas orang untuk keuntungan mereka sendiri. Sebagai imbalan, pejabat pemerintah setempat memutuskan untuk pin pembunuhan Gubernur Zhuo Zhonglian di Jade, memutar dan anggota kultus ke dalam buronan ingin untuk kejahatan mereka tidak melakukan."
"Action , Adventure , Comedy","Kisah tiga penjahat Korea di tahun 1930-an Manchuria dan hubungan mereka dengan tentara Jepang dan bandit Cina dan Rusia. Baik (pemburu Bounty), Buruk (pembunuh bayaran), dan Aneh (pencuri) pertempuran tentara dan bandit dalam perlombaan untuk menggunakan peta harta karun untuk mengungkap kekayaan legenda."
"Action , Comedy , Crime","komedi gangster ini bercerita tentang seorang mafia muda sukses yang telah mengambil alih distrik Myeongdong modis Seoul. Ketika ia kesalahan penyair Yun Tong-ju untuk minuman keras yang mirip dengan dongdongju, gengnya memutuskan ketidaktahuan bos adalah memalukan. geng mengambil koleksi dan menempatkan bos kembali di sekolah tinggi."
"Animation , Fantasy","Berdasarkan novel dengan nama yang sama, film ini menggambarkan pertempuran tanpa akhir dari empat kerajaan karena mereka berjuang untuk kekuasaan dan dominasi satu ultimate realm.Based pada nya 2 novel fantasi tercinta dengan 6 juta eksemplar terjual, TUHAN adalah penulis dan sutradara terkenal follow guo Jingming ini sampai ke Tiny film kali nya. The odyssey aksi-petualangan diatur dalam dunia berperang Ahli-ahli sihir, Lords dan Beasts. Film CGI pertama yang berasal dari China"
"Crime , Drama , Mystery","1986 Provinsi Gyunggi. Tubuh seorang wanita muda ditemukan brutal diperkosa dan dibunuh. Dua bulan kemudian, serangkaian pemerkosaan dan pembunuhan dimulai dalam kondisi yang sama. Dan di negara yang tidak pernah dikenal kejahatan tersebut, bisikan gelap tentang seorang pembunuh berantai tumbuh lebih keras. Sebuah gugus tugas khusus diatur di daerah, dengan dua detektif lokal Taman Doo-Man dan Jo Young-Goo bergabung dengan seorang detektif dari Seoul yang diminta untuk ditugaskan untuk kasus ini."
"Comedy , Crime , Romance","Ibu Hong adalah bos kejahatan untuk kelompok mafia besar. Dia memerintahkan kedua anaknya, Kyung-Jae dan Suk-Jae untuk menemukan istri elit untuk anak sulungnya dalam Jae ..."
Thriller,"Seorang pria ditemukan tewas terbakar di dalam mobil. Detektif Sang-Gil (Lagu Kang-Ho) dan rekan-rekan kerjanya menyelidiki TKP. Sang-Gil tidak ingin mengambil kasus ini, karena terlihat seperti kasus bunuh diri yang sederhana dan tidak akan membantu dia mendapatkan promosi bahwa dia sangat ingin. Selanjutnya, rookie perempuan detektif Eun-Young (Lee Na-Young) dipilih sebagai mitra untuk kasus ini."
"Comedy , Drama , Romance","Seorang mahasiswa muda jatuh jatuh cinta dengan putri seorang profesor. Dijanjikan oleh profesor bahwa ia akan membiarkan dia menikahi putrinya jika ia lulus dari universitas dengan gelar sarjana hukum, siswa bekerja keras dan akhirnya berhasil. Ketika saatnya tiba untuk profesor untuk memenuhi janjinya, putrinya tiba-tiba mengumumkan bahwa dia akan menikah lagi ..."
"Action , Comedy , Crime","Mantan pemimpin Scissor Gang Eun-jin (Shin Eun Kyung), yang kini menderita amnesia, namun membela Jae-cheol (Juni Gyu Taman), seorang pemilik restoran yang mempekerjakan dia, dari gangster yang ingin bisnisnya."
